object,telescope,filter,aperture,utc,mjd,mag,mag_err,zp_mag,zp_mag_err,phase_angle,heliocentric_au,true_anomaly,geocentric_au
C/2017K2(PANSTARRS)MPEC2022-ED3,ASAS-SN,G_ASASSN,16,2022-03-17 09:37:03.642,59655.40073660016,13.133068628569013,0.012030413027591697,16.27547270492969,,,,,
C/2017K2(PANSTARRS)MPEC2022-ED3,ASAS-SN,G_ASASSN,16,2022-03-17 10:16:06.413,59655.42785200011,13.084425817139074,0.012966837886510261,16.145446034785902,,,,,
C/2017K2(PANSTARRS)MPEC2022-ED3,ASAS-SN,G_ASASSN,16,2022-03-18 09:05:59.510,59656.379160999786,13.07421927269225,0.01469280255702773,15.999563087102418,,,,,
C/2017K2(PANSTARRS)MPEC2022-ED3,ASAS-SN,G_ASASSN,16,2022-03-21 08:52:56.744,59659.37010119995,13.073278643994248,0.01214976713138434,16.204964179527323,,,,,
C/2017K2(PANSTARRS)MPEC2022-ED3,ASAS-SN,G_ASASSN,16,2022-03-21 08:52:56.744,59659.37010119995,13.106275273939607,0.013211672469418298,16.146986198340628,,,,,
C/2017K2(PANSTARRS)MPEC2022-ED3,ASAS-SN,G_ASASSN,16,2022-03-25 13:14:29.316,59663.55172820017,12.940419845528098,0.009738685898835165,16.312274369350245,,,,,
C/2017K2(PANSTARRS)MPEC2022-F14,ASAS-SN,G_ASASSN,16,2022-03-27 09:34:20.865,59665.398852599785,13.054422640170785,0.011174200390454182,16.27698692238265,,,,,
C/2017K2(PANSTARRS)MPEC2022-F14,ASAS-SN,G_ASASSN,16,2022-03-27 09:51:57.286,59665.411079700105,13.04092456298347,0.011361778457139983,16.245414191946512,,,,,
C/2017K2(PANSTARRS)MPEC2022-F14,ASAS-SN,G_ASASSN,16,2022-03-31 12:51:43.384,59669.53591880016,12.896984818644977,0.008708490757396502,16.390233001327395,,,,,
C/2017K2(PANSTARRS)MPEC2022-F14,ASAS-SN,G_ASASSN,16,2022-04-03 12:50:44.926,59672.5352421999,12.818626900293712,0.008639023415806335,16.320570693219448,,,,,
C/2017K2(PANSTARRS)MPEC2022-F14,ASAS-SN,G_ASASSN,16,2022-04-04 08:06:24.460,59673.33778310008,12.998548276367867,0.010149718691222682,16.325518683300146,,,,,
C/2017K2(PANSTARRS)MPEC2022-GA9,ASAS-SN,G_ASASSN,16,2022-04-06 09:23:26.678,59675.39128099987,12.94717998658033,0.009844666717293529,16.307282862232285,,,,,
C/2017K2(PANSTARRS)MPEC2022-GA9,ASAS-SN,G_ASASSN,16,2022-04-09 14:32:36.983,59678.60598360002,12.76281166082223,0.008181504276633096,16.323834177275398,,,,,
C/2017K2(PANSTARRS)MPEC2022-GA9,ASAS-SN,G_ASASSN,16,2022-04-11 09:34:29.487,59680.398952399846,12.885419835703617,0.009681006669012704,16.263723958252942,,,,,
C/2017K2(PANSTARRS)MPEC2022-GA9,ASAS-SN,G_ASASSN,16,2022-04-14 11:34:11.963,59683.482082900126,12.756580293115324,0.00874405255918928,16.245403815340072,,,,,
C/2017K2(PANSTARRS)MPEC2022-GA9,ASAS-SN,G_ASASSN,16,2022-04-14 14:56:30.238,59683.62257219991,12.744200580329077,0.008538677487813793,16.258829475521555,,,,,
C/2017K2(PANSTARRS)MPEC2022-H04,ASAS-SN,G_ASASSN,16,2022-04-16 09:34:27.137,59685.398925200105,12.849852790043666,0.010111386083985511,16.180931477311017,,,,,
C/2017K2(PANSTARRS)MPEC2022-H04,ASAS-SN,G_ASASSN,16,2022-04-20 11:10:08.357,59689.465374500025,12.659674442869724,0.009163933436828687,16.097575048700136,,,,,
C/2017K2(PANSTARRS)MPEC2022-H04,ASAS-SN,G_ASASSN,16,2022-04-22 09:00:10.748,59691.375124400016,12.739999986819882,0.010104971479249323,16.071767677416663,,,,,
C/2017K2(PANSTARRS)MPEC2022-H04,ASAS-SN,G_ASASSN,16,2022-04-24 09:59:54.318,59693.41660089977,12.731954697467568,0.009591798306342011,16.120310023354534,,,,,
C/2017K2(PANSTARRS)MPEC2022-HC2,ASAS-SN,G_ASASSN,16,2022-04-27 13:08:27.171,59696.54753670003,12.619630617113218,0.007457099043335084,16.281311259608614,,,,,
C/2017K2(PANSTARRS)MPEC2022-HC2,ASAS-SN,G_ASASSN,16,2022-04-28 02:35:49.551,59697.10821240023,12.712225261462383,0.009842788202907031,16.072535332111865,,,,,
C/2017K2(PANSTARRS)MPEC2022-HC2,ASAS-SN,G_ASASSN,16,2022-04-29 09:26:48.880,59698.39362129988,12.625223558817387,0.009187528725571393,16.060332204733125,,,,,
C/2017K2(PANSTARRS)MPEC2022-HC2,ASAS-SN,G_ASASSN,16,2022-05-01 07:27:11.071,59700.31054480001,12.712348300206699,0.009812356087842313,16.076020470368356,,,,,
C/2017K2(PANSTARRS)MPEC2022-HC2,ASAS-SN,G_ASASSN,16,2022-05-01 07:27:11.606,59700.31055099983,12.730743102723508,0.009983792189041052,16.075609691855398,,,,,
C/2017K2(PANSTARRS)MPEC2022-HC2,ASAS-SN,G_ASASSN,16,2022-05-01 09:05:44.762,59700.3789903,12.557888056439579,0.009757554052433736,15.927641062848538,,,,,
C/2017K2(PANSTARRS)MPEC2022-HC2,ASAS-SN,G_ASASSN,16,2022-05-03 09:59:36.951,59702.41639989987,12.548584502061145,0.008971345531270202,16.009545963245174,,,,,
C/2017K2(PANSTARRS)MPEC2022-K19,ASAS-SN,G_ASASSN,16,2022-05-17 01:45:25.387,59716.07321050018,12.488163756364711,0.010180478249018346,15.81184872625741,,,,,
C/2017K2(PANSTARRS)MPEC2022-K19,ASAS-SN,G_ASASSN,16,2022-05-18 07:28:23.915,59717.3113878998,12.387956335075405,0.008150801375582845,15.9530609806829,,,,,
C/2017K2(PANSTARRS)MPEC2022-K19,ASAS-SN,G_ASASSN,16,2022-05-20 04:57:56.367,59719.206902400125,13.077899051725428,0.011271632644145081,16.29103740712019,,,,,
C/2017K2(PANSTARRS)MPEC2022-K19,ASAS-SN,G_ASASSN,16,2022-05-23 04:19:27.414,59722.18017840013,12.270774844734998,0.007598683027631088,15.912034443840305,,,,,
C/2017K2(PANSTARRS)MPEC2022-K19,ASAS-SN,G_ASASSN,16,2022-05-25 12:49:43.245,59724.534528300166,12.202659662587012,0.006216960540398837,16.06181980620502,,,,,
C/2017K2(PANSTARRS)MPEC2022-K19,ASAS-SN,G_ASASSN,16,2022-05-28 11:50:58.168,59727.49372880021,12.124576429174102,0.006006280597099125,16.021167806484414,,,,,
C/2017K2(PANSTARRS)MPEC2022-K19,ASAS-SN,G_ASASSN,16,2022-06-02 07:49:15.367,59732.32587230019,12.070255108461218,0.005722555827207372,16.01938543378518,,,,,
C/2017K2(PANSTARRS)MPEC2022-K19,ASAS-SN,G_ASASSN,16,2022-06-03 22:26:05.986,59733.934791500214,12.09922549922055,0.007005965121486733,15.828660992780655,,,,,
C/2017K2(PANSTARRS)MPEC2022-K19,ASAS-SN,G_ASASSN,16,2022-06-05 06:31:04.788,59735.27158319997,12.083641793485922,0.006579925379447978,15.881194793118578,,,,,
C/2017K2(PANSTARRS)MPEC2022-K19,ASAS-SN,G_ASASSN,16,2022-06-05 21:38:18.784,59735.901606299914,12.052449886304766,0.006674946934294149,15.834435763557925,,,,,
C/2017K2(PANSTARRS)MPEC2022-L66,ASAS-SN,G_ASASSN,16,2022-06-10 08:37:02.188,59740.35905309999,11.943303988475272,0.006523379897542279,15.750227731859,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-01 08:55:13.774,59761.37168719992,11.737079268159118,0.00576496894032521,15.678192259436806,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-03 03:49:29.248,59763.159366299864,12.116142319512058,0.007623600830539115,15.753847368567373,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-04 03:26:43.385,59764.14355769986,11.698249719143515,0.005769997839370868,15.638416013614151,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-05 02:11:34.377,59765.091370100155,11.652292411778058,0.005582383907754941,15.628348582143188,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-06 05:27:23.999,59766.227361099795,11.629736678764203,0.00620540030678607,15.490917592499333,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-07 08:07:35.455,59767.33860479994,11.719752014295139,0.005439794080950266,15.723901284742647,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-09 03:55:59.422,59769.16388220014,11.73484052054044,0.005557559894992189,15.715735561638382,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-09 03:57:46.593,59769.16512259981,11.70925279573498,0.00559382435648114,15.683086152525847,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-09 04:48:33.480,59769.20038750023,11.723995806562685,0.006613626715603109,15.516002029992519,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-13 02:47:04.284,59773.116021799855,12.392727490853545,0.008850932818962601,15.868360300786632,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-13 02:47:04.284,59773.116021799855,12.52768165279244,0.010426605705488192,15.825429697367499,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-15 17:26:46.683,59775.72692919988,11.74625580683633,0.0057680060923042484,15.68679695157314,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-15 17:26:46.683,59775.72692919988,11.666105339927654,0.005437843655912458,15.670643968276599,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-17 07:17:43.215,59777.30397239979,11.764725366883951,0.006800173467558752,15.526530809207564,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-17 07:17:43.215,59777.30397239979,11.642650828957994,0.006399950860112135,15.470314651225618,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-22 05:08:30.578,59782.21424280014,11.721568262988935,0.005667350894438382,15.681223426664868,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-23 03:34:14.143,59783.14877479989,11.725257152398632,0.005610355162317218,15.695886685583606,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-23 04:47:30.935,59783.19966359995,11.723634665654503,0.006116984725414079,15.6003965963703,,,,,
C/2017K2(PANSTARRS)MPEC2022-M21,ASAS-SN,G_ASASSN,16,2022-07-24 02:30:17.490,59784.10436910018,12.361499430609717,0.007519318749554938,16.014158613195058,,,,,
C/2017K2(PANSTARRS)MPEC2022-OB6,ASAS-SN,G_ASASSN,16,2022-07-27 06:10:48.311,59787.25750359986,11.756970327121337,0.007159949910291896,15.462800787734327,,,,,
C/2017K2(PANSTARRS)MPEC2022-OB6,ASAS-SN,G_ASASSN,16,2022-07-27 17:00:31.723,59787.70870049996,11.774352523106021,0.0056700057006503195,15.733499205065,,,,,
C/2017K2(PANSTARRS)MPEC2022-OB6,ASAS-SN,G_ASASSN,16,2022-07-30 06:48:05.319,59790.28339490015,11.72400817322931,0.00564349880098211,15.688242501249196,,,,,
C/2017K2(PANSTARRS)MPEC2022-OB6,ASAS-SN,G_ASASSN,16,2022-07-31 19:36:19.529,59791.816892699804,11.729667967895539,0.0056521402935153404,15.69224105602304,,,,,
C/2017K2(PANSTARRS)MPEC2022-OB6,ASAS-SN,G_ASASSN,16,2022-08-03 23:02:21.287,59794.95996859996,11.782609456785158,0.005591333828626735,15.756926321499726,,,,,
C/2017K2(PANSTARRS)MPEC2022-OB6,ASAS-SN,G_ASASSN,16,2022-08-03 23:02:21.468,59794.95997070009,11.714235293416056,0.00612036059442289,15.59039818844191,,,,,
C/2017K2(PANSTARRS)MPEC2022-OB6,ASAS-SN,G_ASASSN,16,2022-08-05 00:08:37.683,59796.005991700105,11.737276555223946,0.005914337661006145,15.650616686989833,,,,,
C/2017K2(PANSTARRS)MPEC2022-P82,ASAS-SN,G_ASASSN,16,2022-08-09 06:30:47.681,59800.271385199856,11.737918170000475,0.005078044559275867,15.816782322196115,,,,,
C/2017K2(PANSTARRS)MPEC2022-P82,ASAS-SN,G_ASASSN,16,2022-08-10 04:25:26.829,59801.18433830002,11.802435825484247,0.00804738155890862,15.38140476259757,,,,,
C/2017K2(PANSTARRS)MPEC2022-P82,ASAS-SN,G_ASASSN,16,2022-08-13 04:22:48.302,59804.18250350002,12.26804554554141,0.010510376948775102,15.557105236248477,,,,,
C/2017K2(PANSTARRS)MPEC2022-P82,ASAS-SN,G_ASASSN,16,2022-08-14 02:54:28.483,59805.12116299989,11.767184500305465,0.006162566109230209,15.635885943037449,,,,,
C/2017K2(PANSTARRS)MPEC2022-P82,ASAS-SN,G_ASASSN,16,2022-08-14 02:56:14.634,59805.12239160016,11.770509096447872,0.006450179356293988,15.58968503981631,,,,,
C/2017K2(PANSTARRS)MPEC2022-P82,ASAS-SN,G_ASASSN,16,2022-08-15 01:49:01.188,59806.075708200224,12.539636867284194,0.009259873610637926,15.966229640645704,,,,,
C/2017K2(PANSTARRS)MPEC2022-Q33,ASAS-SN,G_ASASSN,16,2022-08-16 23:47:13.701,59807.99113079999,11.782354851998525,0.006069993657189753,15.6674896796406,,,,,
C/2017K2(PANSTARRS)MPEC2022-Q33,ASAS-SN,G_ASASSN,16,2022-08-18 02:35:05.988,59809.10770819988,11.745534625061412,0.005923266121421021,15.657236933034309,,,,,
C/2017K2(PANSTARRS)MPEC2022-Q33,ASAS-SN,G_ASASSN,16,2022-08-20 02:32:19.133,59811.10577700008,11.822280916367989,0.0063042935934064055,15.666295261625251,,,,,
C/2017K2(PANSTARRS)MPEC2022-Q33,ASAS-SN,G_ASASSN,16,2022-08-21 23:56:47.509,59812.997772099916,11.849567657266807,0.006160272592726557,15.718673252644654,,,,,
C/2017K2(PANSTARRS)MPEC2022-Q33,ASAS-SN,G_ASASSN,16,2022-08-25 01:10:39.613,59816.04906960018,11.764796841835729,0.00554589145879453,15.74797384876442,,,,,
C/2017K2(PANSTARRS)MPEC2022-Q33,ASAS-SN,G_ASASSN,16,2022-08-26 01:04:34.988,59817.04484939994,11.805280546844674,0.00574986776037128,15.749241326178165,,,,,
C/2017K2(PANSTARRS)MPEC2022-Q33,ASAS-SN,G_ASASSN,16,2022-08-26 01:06:28.423,59817.04616229981,11.843296705051083,0.005859334719594102,15.766781355431307,,,,,
C/2017K2(PANSTARRS)MPEC2022-QD9,ASAS-SN,G_ASASSN,16,2022-08-26 23:48:34.416,59817.99206499988,11.745354806177811,0.00595886843626756,15.65055073472999,,,,,
C/2017K2(PANSTARRS)MPEC2022-QD9,ASAS-SN,G_ASASSN,16,2022-08-26 23:48:34.572,59817.99206680013,11.797889602645968,0.00566556451293955,15.757887050547122,,,,,
C/2017K2(PANSTARRS)MPEC2022-QD9,ASAS-SN,G_ASASSN,16,2022-08-26 23:52:16.792,59817.994638800155,11.711222345639843,0.005978996997179635,15.612756928172637,,,,,
C/2017K2(PANSTARRS)MPEC2022-QD9,ASAS-SN,G_ASASSN,16,2022-08-28 00:29:05.496,59819.020202499814,11.794521764113199,0.00586464292692397,15.717023247611333,,,,,
C/2017K2(PANSTARRS)MPEC2022-QD9,ASAS-SN,G_ASASSN,16,2022-08-28 00:29:05.626,59819.020204000175,11.784254888185826,0.005463143288702139,15.783753830358547,,,,,
C/2017K2(PANSTARRS)MPEC2022-QD9,ASAS-SN,G_ASASSN,16,2022-08-29 00:31:06.560,59820.02160369977,11.772337671227714,0.005843644978956793,15.698733533982573,,,,,
C/2017K2(PANSTARRS)MPEC2022-QD9,ASAS-SN,G_ASASSN,16,2022-08-29 00:32:52.711,59820.02283230005,11.787227688288663,0.005946759877837382,15.694632102518558,,,,,
C/2017K2(PANSTARRS)MPEC2022-QD9,ASAS-SN,G_ASASSN,16,2022-08-30 01:09:41.760,59821.0484000002,11.825882232366931,0.005955926940170911,15.731614248828677,,,,,
C/2017K2(PANSTARRS)MPEC2022-QD9,ASAS-SN,G_ASASSN,16,2022-08-30 01:13:16.101,59821.0508808,11.79291751702645,0.006037660651933223,15.683851188436071,,,,,
C/2017K2(PANSTARRS)MPEC2022-QD9,ASAS-SN,G_ASASSN,16,2022-08-31 23:55:07.510,59822.99661470018,12.535502382411396,0.009083692077533527,15.982951793415337,,,,,
C/2017K2(PANSTARRS)MPEC2022-ST7,ASAS-SN,G_ASASSN,16,2022-09-26 17:47:17.563,59848.74117550021,11.552496270452735,0.004945038952116376,15.660177399028255,,,,,
C/2017K2(PANSTARRS)MPEC2022-ST7,ASAS-SN,G_ASASSN,16,2022-09-29 00:04:49.371,59851.00334919989,11.522196469768726,0.005414801102427823,15.531345618911448,,,,,
C/2017K2(PANSTARRS)MPEC2022-ST7,ASAS-SN,G_ASASSN,16,2022-10-03 00:02:25.748,59855.00168689992,11.52997645477509,0.005696933265944736,15.48397904520298,,,,,
C/2017K2(PANSTARRS)MPEC2022-ST7,ASAS-SN,G_ASASSN,16,2022-10-05 00:03:14.167,59857.0022473,11.489355964608306,0.005353899179733507,15.510785913784028,,,,,
C/2017K2(PANSTARRS)MPEC2022-TA0,ASAS-SN,G_ASASSN,16,2022-10-07 17:47:57.471,59859.741637399886,11.50546098590752,0.005547126806636197,15.488396171926768,,,,,
C/2017K2(PANSTARRS)MPEC2022-TA0,ASAS-SN,G_ASASSN,16,2022-10-08 23:49:09.123,59860.9924666998,11.35010965066223,0.0056999201198466585,15.303543147958163,,,,,
C/2017K2(PANSTARRS)MPEC2022-TA0,ASAS-SN,G_ASASSN,16,2022-10-08 23:50:54.419,59860.99368540011,11.362837177318514,0.0063122865844986754,15.205475827918134,,,,,
C/2017K2(PANSTARRS)MPEC2022-TA0,ASAS-SN,G_ASASSN,16,2022-10-09 23:47:59.683,59861.99166300008,11.441136598407262,0.006315623812497968,15.283201385361542,,,,,
C/2017K2(PANSTARRS)MPEC2022-TA0,ASAS-SN,G_ASASSN,16,2022-10-11 00:03:05.259,59863.002144199796,11.445322180257005,0.005054720290766455,15.52918478013642,,,,,
C/2017K2(PANSTARRS)MPEC2022-TA0,ASAS-SN,G_ASASSN,16,2022-10-11 00:03:05.855,59863.002151099965,11.453738304011498,0.005482621986302917,15.449372966437608,,,,,
C/2017K2(PANSTARRS)MPEC2022-TA0,ASAS-SN,G_ASASSN,16,2022-10-12 00:07:31.526,59864.00522600021,11.383112140724363,0.0052987631551010056,15.415781292047445,,,,,
C/2017K2(PANSTARRS)MPEC2022-TA0,ASAS-SN,G_ASASSN,16,2022-10-13 00:08:22.399,59865.00581480004,11.41208822534737,0.005328103097804931,15.438762096740739,,,,,
C/2017K2(PANSTARRS)MPEC2022-TA0,ASAS-SN,G_ASASSN,16,2022-10-14 23:54:16.620,59866.99602570012,11.360329572988121,0.005056419209774918,15.44382731233056,,,,,
C/2017K2(PANSTARRS)MPEC2022-TA0,ASAS-SN,G_ASASSN,16,2022-10-16 23:49:37.730,59868.992797799874,11.374905895219404,0.005513889977852326,15.364366075758806,,,,,
C/2017K2(PANSTARRS)MPEC2023-CD7,ASAS-SN,G_ASASSN,16,2023-02-18 18:16:42.862,59993.76160719991,11.72897613529943,0.006581025990236062,15.526347541223672,,,,,
C/2017K2(PANSTARRS)MPEC2023-CD7,ASAS-SN,G_ASASSN,16,2023-02-21 00:31:30.950,59996.021885999944,11.756945184497539,0.005128252329407588,15.825127140375276,,,,,
C/2017K2(PANSTARRS)MPEC2023-CD7,ASAS-SN,G_ASASSN,16,2023-02-22 00:26:47.412,59997.018604299985,11.758986217383496,0.005261162484406209,15.799387351567614,,,,,
C/2017K2(PANSTARRS)MPEC2023-CD7,ASAS-SN,G_ASASSN,16,2023-02-22 01:35:46.153,59997.06650639977,11.731915151197182,0.005373333724072183,15.749411036166999,,,,,
C/2017K2(PANSTARRS)MPEC2023-CD7,ASAS-SN,G_ASASSN,16,2023-02-23 00:41:28.640,59998.028803700116,11.788170290762386,0.005721901393992115,15.73742478830744,,,,,
C/2017K2(PANSTARRS)MPEC2023-CD7,ASAS-SN,G_ASASSN,16,2023-02-24 00:30:20.249,59999.02106769988,11.770669121363518,0.005581206259755414,15.74695436052374,,,,,
C/2017K2(PANSTARRS)MPEC2023-CD7,ASAS-SN,G_ASASSN,16,2023-02-24 00:51:53.208,59999.03603250021,11.716291763303479,0.006680649058621724,15.497350538058791,,,,,
C/2017K2(PANSTARRS)MPEC2023-D72,ASAS-SN,G_ASASSN,16,2023-02-25 01:01:25.418,60000.04265529988,11.73819782677664,0.006801428316734572,15.499802934579778,,,,,
C/2017K2(PANSTARRS)MPEC2023-D72,ASAS-SN,G_ASASSN,16,2023-02-25 01:03:13.591,60000.0439073001,11.717965194303563,0.006884021221495468,15.466465113937225,,,,,
C/2017K2(PANSTARRS)MPEC2023-D72,ASAS-SN,G_ASASSN,16,2023-02-27 00:23:48.209,60002.01653019991,11.805543579257955,0.0061644137952342245,15.673919540871262,,,,,
C/2017K2(PANSTARRS)MPEC2023-D72,ASAS-SN,G_ASASSN,16,2023-02-28 00:24:34.744,60003.01706880005,11.759352244619631,0.005370495065941475,15.777421860619123,,,,,
C/2017K2(PANSTARRS)MPEC2023-D72,ASAS-SN,G_ASASSN,16,2023-03-03 01:49:22.305,60006.07595260022,17.215706280421667,0.18505371584089364,17.39056717605934,,,,,
C/2017K2(PANSTARRS)MPEC2023-E49,ASAS-SN,G_ASASSN,16,2023-03-06 01:14:58.952,60009.05207120022,11.91320432619782,0.006513523970111537,15.721769707717463,,,,,
C/2017K2(PANSTARRS)MPEC2023-E49,ASAS-SN,G_ASASSN,16,2023-03-07 01:15:47.172,60010.05262929993,11.896196235901224,0.00830865721405963,15.440474552003913,,,,,
C/2017K2(PANSTARRS)MPEC2023-E49,ASAS-SN,G_ASASSN,16,2023-03-11 19:01:09.425,60014.79247019999,12.029616500970485,0.006757368710986105,15.798277880419063,,,,,
C/2017K2(PANSTARRS)MPEC2023-E49,ASAS-SN,G_ASASSN,16,2023-03-14 00:43:15.482,60017.030040299986,12.047849862136035,0.006508240697032393,15.857296267283893,,,,,
C/2017K2(PANSTARRS)MPEC2023-E49,ASAS-SN,G_ASASSN,16,2023-03-15 00:34:41.644,60018.02409309987,12.07038590408528,0.006561384835091722,15.871002548558732,,,,,
C/2017K2(PANSTARRS)MPEC2023-E68,ASAS-SN,G_ASASSN,16,2023-03-17 00:59:40.779,60020.04144420009,12.119894092614228,0.006876353736748338,15.86960398896382,,,,,
C/2017K2(PANSTARRS)MPEC2023-E68,ASAS-SN,G_ASASSN,16,2023-03-17 18:53:30.961,60020.78716390021,12.001227924655101,0.005964573761436786,15.90538481121484,,,,,
C/2017K2(PANSTARRS)MPEC2023-E68,ASAS-SN,G_ASASSN,16,2023-03-21 01:14:09.064,60024.05149379978,12.297858057210117,0.0068568576893179856,16.05065063802558,,,,,
C/2017K2(PANSTARRS)MPEC2023-E68,ASAS-SN,G_ASASSN,16,2023-03-21 18:40:51.514,60024.77837399999,12.305801000929025,0.006801772952830646,16.067351094639577,,,,,
C/2017K2(PANSTARRS)MPEC2023-E68,ASAS-SN,G_ASASSN,16,2023-03-24 00:29:26.534,60027.020446000155,12.16164441237206,0.007958668909298134,15.752648738474251,,,,,
C/2017K2(PANSTARRS)MPEC2023-E68,ASAS-SN,G_ASASSN,16,2023-03-24 00:54:40.116,60027.03796429979,12.283874973229032,0.0068046956967924175,16.04495862276997,,,,,
C/2017K2(PANSTARRS)MPEC2023-E68,ASAS-SN,G_ASASSN,16,2023-03-26 00:04:07.380,60029.002863199916,12.14233129789957,0.006336634497833436,15.98079007521265,,,,,
C/2017K2(PANSTARRS)MPEC2023-E68,ASAS-SN,G_ASASSN,16,2023-03-26 00:20:39.209,60029.01434270013,12.45152918672054,0.008296074935608867,15.997452941935874,,,,,
C/2017K2(PANSTARRS)MPEC2023-G31,ASAS-SN,G_ASASSN,16,2023-04-08 00:03:20.526,60042.002320900094,12.781226872768025,0.009221096457041049,16.212375881133255,,,,,
C/2017K2(PANSTARRS)MPEC2023-G31,ASAS-SN,G_ASASSN,16,2023-04-08 23:53:14.577,60042.995307600126,12.717962365596716,0.007872805912716583,16.320743923974447,,,,,
C/2017K2(PANSTARRS)MPEC2023-G31,ASAS-SN,G_ASASSN,16,2023-04-09 23:56:47.820,60043.99777569994,12.686264574067676,0.008736646130665252,16.176008131380307,,,,,
C/2017K2(PANSTARRS)MPEC2023-G31,ASAS-SN,G_ASASSN,16,2023-04-09 23:56:47.820,60043.99777569994,12.788466103049906,0.008709775981692354,16.28155406146057,,,,,
C/2017K2(PANSTARRS)MPEC2023-G31,ASAS-SN,G_ASASSN,16,2023-04-10 23:43:56.770,60044.98885150021,12.741827325757068,0.009400474207585175,16.15205834113289,,,,,
C/2017K2(PANSTARRS)MPEC2023-G31,ASAS-SN,G_ASASSN,16,2023-04-11 23:47:31.309,60045.99133459991,12.798613489391489,0.009178307040040063,16.23481245527082,,,,,
C/2017K2(PANSTARRS)MPEC2023-G31,ASAS-SN,G_ASASSN,16,2023-04-12 23:44:26.033,60046.98919019988,12.398816329291396,0.007615252367834922,16.037710999245455,,,,,
C/2017K2(PANSTARRS)MPEC2023-G31,ASAS-SN,G_ASASSN,16,2023-04-13 23:35:45.560,60047.98316620011,12.424156334027023,0.0077004490791375115,16.05097162146843,,,,,
C/2017K2(PANSTARRS)MPEC2023-G31,ASAS-SN,G_ASASSN,16,2023-04-14 23:30:25.249,60048.97945890017,12.453379489571528,0.008056854264949665,16.031071140236183,,,,,
C/2017K2(PANSTARRS)MPEC2023-G31,ASAS-SN,G_ASASSN,16,2023-04-15 23:12:46.927,60049.96720980015,12.483197229135437,0.009723895376630308,15.856701956320556,,,,,
C/2017K2(PANSTARRS)MPEC2023-G31,ASAS-SN,G_ASASSN,16,2023-04-22 23:16:55.093,60056.970082100015,12.570594703955242,0.009197324068601955,16.004546401845158,,,,,
C/2017K2(PANSTARRS)MPEC2023-J95,ASAS-SN,G_ASASSN,16,2023-07-26 10:29:57.719,60151.4374735998,14.697512234096294,0.030503790165647887,16.82973314293855,,,,,
C/2017K2(PANSTARRS)MPEC2023-J95,ASAS-SN,G_ASASSN,16,2023-07-29 09:59:10.565,60154.416094500106,14.762080717808775,0.023742012580744598,17.166392311655656,,,,,
C/2017K2(PANSTARRS)MPEC2023-J95,ASAS-SN,G_ASASSN,16,2023-08-01 10:18:03.295,60157.429204800166,13.574308584197638,0.025464792992498923,15.902563629805968,,,,,
C/2017K2(PANSTARRS)MPEC2023-J95,ASAS-SN,G_ASASSN,16,2023-08-03 10:23:13.341,60159.43279330013,13.602075843021183,0.018300152268371093,16.289044505469562,,,,,
C/2017K2(PANSTARRS)MPEC2023-P25,ASAS-SN,G_ASASSN,16,2023-08-17 04:18:57.571,60173.17983300006,13.835905358780138,0.03217778617400002,15.91012037605811,,,,,
C/2017K2(PANSTARRS)MPEC2023-P25,ASAS-SN,G_ASASSN,16,2023-08-19 03:31:24.652,60175.146813100204,15.414504020638212,0.05082109667265447,16.992499360204118,,,,,
C/2017K2(PANSTARRS)MPEC2023-QF0,ASAS-SN,G_ASASSN,16,2023-09-02 14:47:50.257,60189.61655389983,13.857782555455838,0.01722587519652321,16.610434735308587,,,,,
