object,telescope,filter,aperture,utc,mjd,mag,mag_err,zp_mag,zp_mag_err,phase_angle,heliocentric_au,true_anomaly,geocentric_au
C/2017K2(PANSTARRS)MPEC2023-R20,ASAS-SN,G_ASASSN,16,2023-09-06 11:36:59.993,60193.48402770003,13.85018366199944,0.020544077059289907,16.411572494301016,,,,,
C/2017K2(PANSTARRS)MPEC2023-R20,ASAS-SN,G_ASASSN,16,2023-09-13 01:43:10.111,60200.071644799784,13.842235481852043,0.016082009489821608,16.669490117516442,,,,,
C/2017K2(PANSTARRS)MPEC2023-R20,ASAS-SN,G_ASASSN,16,2023-09-18 14:08:01.409,60205.5889051999,13.991790033297644,0.01532579291836839,16.871338071376357,,,,,
C/2017K2(PANSTARRS)MPEC2023-R20,ASAS-SN,G_ASASSN,16,2023-09-23 13:52:41.906,60210.578262799885,13.97321811617904,0.015257429974419583,16.857620073492658,,,,,
C/2017K2(PANSTARRS)MPEC2023-T65,ASAS-SN,G_ASASSN,16,2023-10-07 09:14:36.822,60224.385148399975,13.939884798234292,0.01788426876369945,16.65181224954035,,,,,
C/2017K2(PANSTARRS)MPEC2023-T65,ASAS-SN,G_ASASSN,16,2023-10-09 05:58:39.397,60226.24906710023,13.921598627908704,0.01681893682889627,16.700207700242807,,,,,
C/2017K2(PANSTARRS)MPEC2023-T65,ASAS-SN,G_ASASSN,16,2023-10-11 11:05:13.681,60228.4619638999,14.081033986746805,0.017282966076126303,16.83009371381285,,,,,
C/2017K2(PANSTARRS)MPEC2023-T65,ASAS-SN,G_ASASSN,16,2023-10-13 05:48:36.049,60230.24208390014,13.919028402192755,0.016451384781805585,16.721627672473716,,,,,
C/2017K2(PANSTARRS)MPEC2023-T65,ASAS-SN,G_ASASSN,16,2023-10-14 14:52:44.328,60231.61995750014,14.089067639821222,0.016205689431829907,16.90800428119543,,,,,
C/2017K2(PANSTARRS)MPEC2023-TM6,ASAS-SN,G_ASASSN,16,2023-10-16 12:59:31.370,60233.54133530008,13.929810604335017,0.015210275646400737,16.817573313695817,,,,,
C/2017K2(PANSTARRS)MPEC2023-TM6,ASAS-SN,G_ASASSN,16,2023-10-19 06:37:53.158,60236.27630970022,13.936389314145245,0.016564021532529095,16.731580268953287,,,,,
C/2017K2(PANSTARRS)MPEC2023-TM6,ASAS-SN,G_ASASSN,16,2023-10-20 09:01:37.088,60237.376123699825,16.573873046281207,0.07844129278972409,17.680616610438978,,,,,
C/2017K2(PANSTARRS)MPEC2023-TM6,ASAS-SN,G_ASASSN,16,2023-10-22 05:18:09.458,60239.22094279993,15.808856717154944,0.07121878519626697,17.020475734229738,,,,,
C/2017K2(PANSTARRS)MPEC2023-TM6,ASAS-SN,G_ASASSN,16,2023-10-24 11:20:52.581,60241.472830799874,13.93806838516909,0.0172283489844776,16.690564654899735,,,,,
C/2017K2(PANSTARRS)MPEC2023-TM6,ASAS-SN,G_ASASSN,16,2023-10-26 05:10:59.998,60243.215972200036,16.25788077920793,0.16045237504166487,16.58762082506565,,,,,
C/2017K2(PANSTARRS)MPEC2023-TM6,ASAS-SN,G_ASASSN,16,2023-10-26 05:10:59.998,60243.215972200036,13.901587367252898,0.02068797845274118,16.455397650040105,,,,,
C/2017K2(PANSTARRS)MPEC2023-TM6,ASAS-SN,G_ASASSN,16,2023-10-27 06:19:14.114,60244.263357799966,16.124034434525917,0.10826963894418266,16.88087313406332,,,,,
C/2017K2(PANSTARRS)MPEC2023-TM6,ASAS-SN,G_ASASSN,16,2023-10-28 08:04:00.500,60245.3361169002,13.862085670296565,0.02194768744507068,16.351719174038454,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-06 08:14:47.100,60254.343600700144,13.866967953699817,0.01817305175457755,16.561503715982987,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-07 07:27:27.444,60255.31073429994,13.856899835497957,0.0171133196819564,16.616669598351233,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-07 10:24:43.232,60255.43383370014,13.938945434883603,0.01819847864043473,16.631963147486324,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-08 07:55:51.381,60256.33045580005,13.876164428587575,0.01695259954994342,16.646179091025267,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-08 10:05:47.132,60256.420684400015,13.857630932512304,0.01752887363925997,16.591351327473507,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-11 03:58:48.135,60259.16583489999,13.851075215482362,0.01736160437173579,16.595205997541758,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-12 04:57:22.654,60260.20651220018,13.863736016803214,0.01724461515544772,16.615207670723386,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-13 07:08:04.966,60261.29727970017,13.900988236529209,0.017382865799324625,16.643790214064268,,,,,
C/2017K2(PANSTARRS)MPEC2023-W26,ASAS-SN,G_ASASSN,16,2023-11-16 03:46:20.914,60264.1571864998,13.850620356423748,0.015071938616320312,16.748302985480713,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-17 04:01:01.114,60265.16737399995,13.856608228026934,0.017357156079829704,16.601017226908322,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-17 04:01:01.114,60265.16737399995,13.847048953818282,0.015741929355471793,16.69750947687483,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-17 22:34:49.570,60265.94085149979,13.897208066560363,0.017109461275745072,16.65722264945554,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-20 03:16:18.273,60268.136322599836,13.871351581068092,0.016318948723236155,16.682726557364166,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-22 09:34:27.500,60270.398929399904,13.908517406840177,0.019670760929838483,16.517069927172155,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-23 02:03:45.259,60271.08594049979,13.862440090247288,0.016257391193929105,16.677918370841176,,,,,
C/2017K2(PANSTARRS)MPEC2023-V39,ASAS-SN,G_ASASSN,16,2023-11-23 21:02:00.537,60271.876395099796,14.62914713126434,0.02761321217520311,16.86946022716613,,,,,
C/2017K2(PANSTARRS)MPEC2023-XP6,ASAS-SN,G_ASASSN,16,2023-12-16 03:47:46.467,60294.15817670012,13.921198545788116,0.017038267630292737,16.685740377369463,,,,,
C/2017K2(PANSTARRS)MPEC2023-XP6,ASAS-SN,G_ASASSN,16,2023-12-23 00:06:17.067,60301.00436419994,14.023185221031332,0.018184872093052272,16.717015015067226,,,,,
C/2017K2(PANSTARRS)MPEC2023-XP6,ASAS-SN,G_ASASSN,16,2023-12-26 03:50:00.473,60304.159727700055,15.137151980613384,0.08177967872643128,16.19864390119785,,,,,
C/2017K2(PANSTARRS)MPEC2023-XP6,ASAS-SN,G_ASASSN,16,2023-12-26 07:13:06.070,60304.30076469993,15.939916359556685,0.10201779218149896,16.76133197907546,,,,,
C/2017K2(PANSTARRS)MPEC2023-XP6,ASAS-SN,G_ASASSN,16,2023-12-27 06:40:29.024,60305.278113699984,13.96175131247075,0.02651136745254583,16.246276410371404,,,,,
C/2017K2(PANSTARRS)MPEC2023-XP6,ASAS-SN,G_ASASSN,16,2023-12-30 06:36:56.125,60308.2756496002,16.082156361702275,0.051810523668820135,17.639216827773126,,,,,
C/2017K2(PANSTARRS)MPEC2023-XP6,ASAS-SN,G_ASASSN,16,2023-12-31 09:48:08.473,60309.40843140008,16.408444836487387,0.073074170241015,17.592140525700852,,,,,
C/2017K2(PANSTARRS)MPEC2023-XP6,ASAS-SN,G_ASASSN,16,2024-01-02 05:16:04.238,60311.21949349996,16.699103582081772,0.06554378549707245,18.00088020149579,,,,,
C/2017K2(PANSTARRS)MPEC2024-A43,ASAS-SN,G_ASASSN,16,2024-01-12 20:22:09.736,60321.84872379992,14.23469230405207,0.01685876986351648,17.0107330193187,,,,,
