object	telescope	filter	aperture	utc	mjd	mag	mag_err	zp_mag	zp_mag_err	phase_angle	heliocentric_au	true_anomaly
C/2019 U5 	ATLAS-HKO	O_ATLAS	10	2021-08-14 06:49:05	59440.28409376111	16.65628572034679	0.01872950792312622	25.8398031367992	0.005	9.375522057636285	6.210132140532672	279.61701769410547
C/2019 U5 	ATLAS-HKO	O_ATLAS	10	2021-08-14 07:05:39	59440.29559066111	16.69071226453624	0.018611066043376923	25.8378031367992	0.005	9.375567229801367	6.210059613421537	279.6178104120133
C/2019 U5 	ATLAS-HKO	O_ATLAS	16	2021-08-14 07:05:39	59440.29559066111	16.309398940561632	0.022646836936473846	25.8378031367992	0.005	9.375567229801367	6.210059613421537	279.6178104120133
C/2019 U5 	ATLAS-HKO	O_ATLAS	10	2021-08-18 07:11:31	59444.29967376111	16.62466641187511	0.02311830408871174	25.8168031367992	0.005	9.385775452942218	6.184827654823001	279.8948436869979
C/2019 U5 	ATLAS-HKO	O_ATLAS	16	2021-08-18 07:11:31	59444.29967376111	16.275793273447377	0.025619324296712875	25.8168031367992	0.005	9.385775452942218	6.184827654823001	279.8948436869979
C/2019 U5 	ATLAS-HKO	O_ATLAS	16	2021-08-18 07:16:09	59444.302890461106	16.26960719251476	0.027116119861602783	25.8158031367992	0.005	9.385779184013881	6.184807387373786	279.89506721935425
C/2019 U5 	ATLAS-HKO	O_ATLAS	10	2021-08-18 07:16:09	59444.302890461106	16.600071555612903	0.025311697274446487	25.8158031367992	0.005	9.385779184013881	6.184807387373786	279.89506721935425
C/2019 U5 	ATLAS-HKO	O_ATLAS	10	2021-08-18 07:26:44	59444.310242361105	16.603641013620717	0.020838575437664986	25.8138031367992	0.005	9.385787689007362	6.184761093067081	279.8955778114302
C/2019 U5 	ATLAS-HKO	O_ATLAS	16	2021-08-18 07:26:44	59444.310242361105	16.266536216257435	0.027101267129182816	25.8138031367992	0.005	9.385787689007362	6.184761093067081	279.8955778114302
C/2019 U5 	ATLAS-HKO	O_ATLAS	16	2021-08-18 07:42:39	59444.32129486111	16.25355818128429	0.02654147334396839	25.8078031367992	0.005	9.385800463955077	6.184691469480993	279.8963457242211
C/2019 U5 	ATLAS-HKO	O_ATLAS	10	2021-08-18 07:42:39	59444.32129486111	16.625441573618275	0.02884354628622532	25.8078031367992	0.005	9.385800463955077	6.184691469480993	279.8963457242211
C/2019 U5 	ATLAS-HKO	O_ATLAS	10	2021-08-22 06:11:51	59448.25823976111	16.59623963880382	0.026790719479322433	25.8348031367992	0.005	9.384885574829626	6.159903354088619	280.1709712141674
C/2019 U5 	ATLAS-HKO	O_ATLAS	16	2021-08-22 06:11:51	59448.25823976111	16.26806981611095	0.03147350996732712	25.8348031367992	0.005	9.384885574829626	6.159903354088619	280.1709712141674
C/2019 U5 	ATLAS-HKO	O_ATLAS	10	2021-08-22 06:17:08	59448.26190776111	16.660799170969348	0.023480018600821495	25.8358031367992	0.005	9.384879604082036	6.159880262951914	280.17122818425116
C/2019 U5 	ATLAS-HKO	O_ATLAS	16	2021-08-22 06:17:08	59448.26190776111	16.261143828867297	0.029653174802660942	25.8358031367992	0.005	9.384879604082036	6.159880262951914	280.17122818425116
C/2019 U5 	ATLAS-HKO	O_ATLAS	16	2021-08-22 06:25:06	59448.26743836111	16.251256133554797	0.0333305262029171	25.8358031367992	0.005	9.384870604645542	6.1598454441755015	280.17161566961306
C/2019 U5 	ATLAS-HKO	O_ATLAS	10	2021-08-22 06:25:06	59448.26743836111	16.61531939649425	0.03123512677848339	25.8358031367992	0.005	9.384870604645542	6.1598454441755015	280.17161566961306
C/2019 U5 	ATLAS-HKO	O_ATLAS	10	2021-08-22 06:44:14	59448.28072406111	16.608758635996203	0.02788602188229561	25.8298031367992	0.005	9.384848858021765	6.159761821009183	280.1725463009933
C/2019 U5 	ATLAS-HKO	O_ATLAS	16	2021-08-22 06:44:14	59448.28072406111	16.287627883432727	0.03382885828614235	25.8298031367992	0.005	9.384848858021765	6.159761821009183	280.1725463009933
C/2019 U5 	ATLAS-HKO	O_ATLAS	10	2021-08-26 06:26:35	59452.26847076111	16.612598159311634	0.018116837367415428	25.8368031367992	0.005	9.372622898295749	6.1346756838949	280.45300255389657
